TF	Number_of_ChIPexp	z_score_mean	K_Virus_0	K_Virus_3	K_Virus_6	K_Virus_9	K_Virus_12	K_Virus_18	K_Virus_24	K_Virus_30	K_Virus_36	K_Virus_48	K_Virus_60	K_Virus_72	K_Virus_D5	K_Virus_D7
KLF1	3	-3.38947763206	-0.14138549022	-4.22459279952	6.26366256479	2.97232384995	6.57608609605	-7.61071368674	3.15890416939	-10.0216892857	-12.3562497139	-4.12620522827	-2.04688827266	-9.10621382242	-9.33613353315	-7.45359169637
CNOT3	1	-0.435308896681	0.471967341836	0.396212531681	-0.249032914865	1.44817907659	2.70328430602	-1.80714564874	5.32037261165	2.23822174366	-1.22672188524	-2.37135699267	-1.41560111899	-3.17248007014	-4.03375205278	-4.39647148153
RYBP	4	-4.76939418945	-1.47515017668	-0.999154348789	2.43101537629	4.57861086439	1.60375029912	-5.47820260279	3.94827488321	-5.77663832299	-13.2101972399	-11.7439429724	-8.04620770092	-8.94151291793	-11.8946260876	-11.7675377053
P53	10	-2.96916549823	-1.55846718314	-1.05734440244	4.60207991538	5.01746674187	2.29670472902	-0.762220108986	7.11060280068	-1.54542711138	-13.583983152	-9.68134360845	-4.13793996366	-6.20260124661	-11.5818637331	-10.4839806523
BMI1	3	-2.42511623286	-0.261338889496	-0.580463252324	0.694619793107	1.52081351646	-3.52051337359	-2.12232768134	-3.24078280945	-2.71540996029	-3.05924491392	-4.75772521365	-4.82811012175	-4.20342671185	-3.38913136857	-3.48858627333
REST	12	-4.91275411008	-1.74253092429	3.02115916177	-2.14919938816	2.88098272054	-3.12165178438	-6.95177933359	-3.40548437256	-6.74091688456	-7.95361168884	-11.531133284	-9.81446862579	-3.54123530325	-7.60180904755	-10.1268787863
E4F1	2	-0.139089148225	-0.0972216060904	-3.01728290183	-1.26016931811	1.42216384808	2.74217907206	-1.83774443005	-1.26313822198	-0.443184121474	1.82819983689	0.938478954196	1.11632883049	-0.717484205303	-0.234826079434	-1.12354773259
E2F4	16	-0.669875903213	2.08931489535	-1.14425432815	10.1924348495	8.28170415869	8.64363932976	-0.898908459354	5.97807730239	-7.49533252679	-11.9969185283	-5.12368280565	0.748874740995	-5.13189912515	-8.15500368646	-5.3663084618
E2F3	2	-4.36816143366	-2.16152428887	-5.17380910503	6.32546035445	6.10899759802	2.38606619013	-5.3688663219	5.98683113205	-5.08690577942	-15.810237279	-10.4525560245	-5.47877534828	-8.66532966025	-13.0289363582	-10.7346751805
E2F2	3	-0.698509903582	2.27408518723	0.386488392155	1.35987541819	0.880076889092	0.724120624942	-2.54134075704	-3.0657038227	-4.31383551325	-1.70307798029	-0.654602056793	-0.0142252265605	-1.16790142595	-0.240512525507	-1.70258585367
E2F1	5	4.63595478531	5.87898089264	0.212280535202	18.0816817352	7.41320083916	13.1728454731	0.63981643097	12.0735951366	-3.95272458279	-4.69755436122	5.97204309247	11.0732989677	-1.37220393458	-0.800582452948	1.20868922281
MBD4	4	-2.22182918124	-3.4910600679	2.96233653501	-2.98577215696	-0.960454737344	-1.49521676028	-1.68758345071	0.253413865724	-1.37537643768	-4.52485962268	-4.77543469207	-5.66560236031	-1.41167369195	-1.73311574081	-4.21520921937
MBD1	9	-2.61993519677	-0.0802113375434	4.19271027254	0.608552429139	2.71717046293	-0.377026124429	-0.0420016705527	3.48705302656	-1.33248153392	-9.17847404796	-9.85882016649	-6.42812645294	-4.45671906593	-7.52099607625	-8.40972246989
MBD3	15	-5.43839257998	-5.1844791751	2.35125088621	4.01302012623	2.19235283581	0.0854131171375	-3.69777295877	4.59703076755	-5.32792537799	-14.4487809788	-14.5146724533	-9.46491302065	-10.2494984376	-12.9040011013	-13.5845203492
MBD2	6	-1.8539449428	-0.948541006665	8.86060005621	-2.57725702314	0.304378256668	-0.410666007854	2.65146928481	2.76920126477	2.35725816903	-7.77259984115	-9.95563301339	-6.41191562286	-3.62154985004	-5.02080894497	-6.17916492056
AICDA	3	3.02331628924	5.79842031773	3.07788274421	10.1191845962	7.8273772924	11.3819066372	2.56310184651	11.3826569425	1.16138905661	-8.4732538068	0.223489920564	4.06521797392	-3.37579587061	-3.22230195957	-0.202847641456
